Year,Team,Record,Avg AgeTeam,Total PayrollAllocations,Active26-Man,Injured,Retained,Buried,Playoffs,Champs
2013,MIA,62-100,26.2,"$35,874,855","$27,634,640",-,"$675,874","$543,549",0,0
2013,HOU,51-111,25.3,"$28,727,913","$12,078,450",-,"$5,391,059","$1,086,502",0,0
2012,NYY,95-67,30.4,"$225,589,742","$213,651,218",-,"$250,000",-,1,0
2012,PHI,81-81,29.5,"$177,862,491","$167,544,458",-,"$3,639,344",-,0,0
2012,BOS,69-93,28.5,"$173,216,551","$166,392,780",-,-,-,0,0
2012,LAA,89-73,28.4,"$157,168,625","$153,844,690",-,-,-,0,0
2012,DET,88-74,27.2,"$143,782,286","$138,282,286",-,"$5,500,000",-,1,0
2012,TEX,93-69,27.4,"$138,312,903","$135,062,903",-,"$3,250,000",-,1,0
2012,SF,94-68,29,"$137,043,205","$122,345,338",-,"$13,859,615",-,1,1
2012,STL,88-74,28,"$119,957,765","$118,482,081",-,"$750,000",-,1,0
2012,LAD,86-76,29,"$116,707,717","$112,457,717",-,"$4,250,000",-,0,0
2012,MIL,83-79,27.6,"$111,903,295","$109,459,579",-,"$2,000,000",-,0,0
2012,CHW,85-77,27.9,"$108,841,055","$108,119,744",-,"$500,000",-,0,0
2012,MIN,66-96,27.6,"$107,939,507","$107,939,507",-,-,-,0,0
2012,NYM,74-88,27.4,"$104,988,166","$101,049,642",-,-,-,0,0
2012,WSH,98-64,27.2,"$96,169,359","$93,748,594",-,-,"$2,000,000",1,0
2012,TOR,73-89,28.2,"$95,551,627","$89,817,658",-,"$3,437,500","$650,000",0,0
2012,CIN,97-65,27.8,"$89,901,498","$89,101,498",-,-,"$800,000",1,0
2012,ATL,94-68,28.4,"$97,928,056","$86,492,616",-,"$11,435,440",-,1,0
2012,CHC,61-101,26.2,"$114,891,526","$82,349,366",-,-,-,0,0
2012,MIA,69-93,27.3,"$98,120,191","$80,745,905",-,"$1,857,924","$124,316",0,0
2012,BAL,93-69,27,"$82,932,168","$80,099,381",-,"$2,832,787",-,1,0
2012,COL,64-98,27.2,"$87,232,529","$76,398,104",-,"$1,584,425",-,0,0
2012,ARI,81-81,28.6,"$80,711,013","$74,074,400",-,"$750,000",-,0,0
2012,SEA,75-87,26.7,"$83,289,928","$73,071,348",-,-,-,0,0
2012,CLE,68-94,27.2,"$76,577,243","$70,583,254",-,"$993,989",-,0,0
2012,TB,90-72,28.6,"$68,144,135","$67,844,135",-,"$300,000",-,0,0
2012,KC,72-90,26.4,"$70,344,235","$66,385,000",-,-,"$1,380,000",0,0
2012,SD,76-86,27.3,"$63,831,125","$60,053,625",-,"$2,550,000","$1,227,500",0,0
2012,PIT,79-83,28.2,"$61,118,682","$57,932,479",-,"$1,550,000",-,0,0
2012,OAK,94-68,27.2,"$60,470,192","$56,608,334",-,"$250,000",-,1,0
2012,HOU,55-107,26.1,"$54,067,239","$23,248,500",-,"$250,000",-,0,0
2011,NYY,97-65,29.5,"$210,950,685","$210,950,685",-,-,-,1,0
2011,PHI,102-60,29.9,"$170,018,182","$169,849,882",-,"$168,300",-,1,0
2011,BOS,90-72,28.9,"$170,490,761","$162,455,090",-,"$699,671",-,0,0
2011,LAA,86-66,27.7,"$146,234,559","$133,199,959",-,"$1,234,600",-,0,0
2011,SF,86-76,29,"$125,242,452","$124,142,452",-,"$1,100,000",-,0,0
2011,CHC,71-91,28.1,"$137,666,584","$123,941,584",-,-,-,0,0
2011,STL,90-72,28.3,"$118,919,465","$115,410,901",-,"$750,000","$700,000",1,1
2011,CHW,79-83,28.5,"$127,163,487","$114,382,485",-,"$450,000",-,0,0
2011,DET,95-67,27.6,"$111,521,015","$111,271,015",-,"$250,000",-,1,0
2011,MIN,63-99,27.2,"$113,591,627","$106,483,033",-,"$132,500",-,0,0
2011,TEX,96-66,27.7,"$103,326,721","$98,857,920",-,"$3,900,000",-,1,0
2011,LAD,82-79,28.6,"$114,748,517","$97,959,517",-,"$1,689,000",-,0,0
2011,ATL,89-73,28.7,"$98,344,460","$97,919,860",-,"$424,600",-,0,0
2011,NYM,77-85,28.9,"$141,831,841","$96,163,418",-,"$18,250,000",-,0,0
2011,MIL,96-66,28.6,"$91,150,638","$90,650,638",-,"$500,000",-,1,0
2011,BAL,69-93,27.7,"$90,804,322","$90,444,664",-,-,"$359,658",0,0
2011,SEA,67-95,26.9,"$100,829,148","$88,307,834",-,"$250,000",-,0,0
2011,CIN,79-83,27.8,"$81,920,546","$79,612,874",-,"$2,000,000",-,0,0
2011,COL,73-89,27.8,"$82,897,934","$77,367,736",-,"$3,550,000",-,0,0
2011,HOU,56-106,27.2,"$84,598,388","$71,121,885",-,"$4,000,000",-,0,0
2011,WSH,80-81,27.4,"$72,699,723","$70,699,723",-,-,"$2,000,000",0,0
2011,OAK,74-88,27.3,"$75,241,048","$68,725,475",-,"$3,000,000",-,0,0
2011,MIA,72-90,27.2,"$65,006,851","$63,006,851",-,"$2,000,000",-,0,0
2011,ARI,94-68,28.5,"$64,297,970","$56,498,519",-,"$1,882,500","$900,000",1,0
2011,TOR,81-81,26.2,"$73,491,604","$56,304,461",-,"$9,437,500",-,0,0
2011,CLE,80-82,27.3,"$55,544,993","$55,544,993",-,-,-,0,0
2011,SD,71-91,27.9,"$48,018,810","$47,418,810",-,"$600,000",-,0,0
2011,TB,91-71,27.7,"$45,386,925","$45,386,925",-,-,-,1,0
2011,PIT,72-90,26.9,"$47,140,145","$45,332,085",-,-,-,0,0
2011,KC,71-91,26.1,"$52,072,804","$38,273,131",-,-,"$1,380,000",0,0
